Institución;Solicitud;Estado actual;Fecha de creación;Fecha de vencimiento
Oficina Administradora de Bienes Incautados (OABI);SOL-OABI-9-2016;No respondida;27 de Enero de 2016 a las 16:30;10 de Febrero de 2016
Congreso Nacional;SOL-CN-48-2016;No respondida;27 de Enero de 2016 a las 16:32;10 de Febrero de 2016
Secretaria de la Presidencia (SDP);SOL-SDP-22-2016;Entregada fuera de plazo;27 de Enero de 2016 a las 16:33;10 de Febrero de 2016
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-41-2016;Entregada fuera de plazo;27 de Enero de 2016 a las 16:34;24 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-360-2016;Entregada en plazo;28 de Enero de 2016 a las 10:24;12 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-361-2016;Entregada en plazo;28 de Enero de 2016 a las 10:44;12 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-219-2016;Entregada en plazo;28 de Enero de 2016 a las 14:48;11 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-202-2016;No respondida;28 de Enero de 2016 a las 15:11;11 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-203-2016;No respondida;28 de Enero de 2016 a las 15:15;11 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-204-2016;No respondida;28 de Enero de 2016 a las 15:19;11 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-205-2016;No respondida;28 de Enero de 2016 a las 15:21;11 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-220-2016;Entregada en plazo;28 de Enero de 2016 a las 15:23;11 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-93-2016;Entregada en plazo;28 de Enero de 2016 a las 15:28;11 de Febrero de 2016
Congreso Nacional;SOL-CN-49-2016;No respondida;28 de Enero de 2016 a las 15:30;11 de Febrero de 2016
Fondo Hondureno de Inversion Social (FHIS);SOL-FHIS-10-2016;Entregada en plazo;28 de Enero de 2016 a las 16:54;11 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-769-2016;No respondida;28 de Enero de 2016 a las 17:52;11 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-770-2016;No respondida;28 de Enero de 2016 a las 17:57;11 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-771-2016;No respondida;28 de Enero de 2016 a las 20:31;11 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-221-2016;Entregada en plazo;29 de Enero de 2016 a las 15:53;12 de Febrero de 2016
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-82-2016;Entregada en plazo;29 de Enero de 2016 a las 16:36;12 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-772-2016;Entregada fuera de plazo;30 de Enero de 2016 a las 10:09;12 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-773-2016;No respondida;30 de Enero de 2016 a las 15:25;12 de Febrero de 2016
Secretaria de Defensa;SOL-SDD-27-2016;Entregada en plazo;30 de Enero de 2016 a las 15:58;12 de Febrero de 2016
Alcaldia Municipal de Olanchito;SOL-OLANCHITO-4-2016;Entregada en plazo;31 de Enero de 2016 a las 15:11;12 de Febrero de 2016
Programa Nacional de Desarrollo Rural y Urbano Sostenible(PRONADERS);SOL-PRONADERS-7-2016;No respondida;31 de Enero de 2016 a las 15:17;12 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-94-2016;Entregada fuera de plazo;31 de Enero de 2016 a las 16:20;12 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-95-2016;Entregada fuera de plazo;31 de Enero de 2016 a las 17:56;12 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-774-2016;No respondida;31 de Enero de 2016 a las 21:06;12 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-362-2016;Entregada en plazo;1 de Febrero de 2016 a las 08:19;16 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-363-2016;Entregada fuera de plazo;1 de Febrero de 2016 a las 09:32;16 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-364-2016;Entregada en plazo;1 de Febrero de 2016 a las 09:43;16 de Febrero de 2016
Congreso Nacional;SOL-CN-50-2016;No respondida;1 de Febrero de 2016 a las 09:57;15 de Febrero de 2016
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-79-2016;Entregada en plazo;1 de Febrero de 2016 a las 10:56;15 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-222-2016;Entregada en plazo;1 de Febrero de 2016 a las 12:04;15 de Febrero de 2016
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-64-2016;Entregada en plazo;1 de Febrero de 2016 a las 12:13;15 de Febrero de 2016
Alcaldia Municipal de Siguatepeque;SOL-SIGUA-3-2016;No respondida;1 de Febrero de 2016 a las 12:30;15 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-365-2016;Entregada en plazo;1 de Febrero de 2016 a las 13:47;16 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-366-2016;Entregada en plazo;1 de Febrero de 2016 a las 14:01;16 de Febrero de 2016
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-20-2016;No respondida;1 de Febrero de 2016 a las 14:04;15 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-775-2016;No respondida;1 de Febrero de 2016 a las 14:29;15 de Febrero de 2016
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-9-2016;Entregada fuera de plazo;1 de Febrero de 2016 a las 16:27;15 de Febrero de 2016
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-83-2016;Entregada en plazo;1 de Febrero de 2016 a las 16:36;15 de Febrero de 2016
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-10-2016;Entregada fuera de plazo;1 de Febrero de 2016 a las 18:03;15 de Febrero de 2016
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-23-2016;Entregada fuera de plazo;2 de Febrero de 2016 a las 00:54;16 de Febrero de 2016
Secretaria de Agricultura y Ganaderia (SAG);SOL-SAG-87-2016;Entregada en plazo;2 de Febrero de 2016 a las 08:03;16 de Febrero de 2016
Instituto de la Propiedad (IP);SOL-IP-24-2016;Entregada en plazo;2 de Febrero de 2016 a las 13:24;16 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-96-2016;Entregada en plazo;2 de Febrero de 2016 a las 13:31;16 de Febrero de 2016
Secretaria de Defensa;SOL-SDD-28-2016;Entregada en plazo;2 de Febrero de 2016 a las 14:07;16 de Febrero de 2016
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-84-2016;Entregada en plazo;2 de Febrero de 2016 a las 15:25;16 de Febrero de 2016
Alcaldia Municipal de Santa Ana (Fco. Morazan);SOL-ALST-3-2016;Entregada fuera de plazo;2 de Febrero de 2016 a las 15:49;16 de Febrero de 2016
Secretaria de Agricultura y Ganaderia (SAG);SOL-SAG-88-2016;Entregada en plazo;2 de Febrero de 2016 a las 23:02;16 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-776-2016;Entregada en plazo;3 de Febrero de 2016 a las 01:45;17 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-777-2016;Entregada en plazo;3 de Febrero de 2016 a las 12:43;17 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-97-2016;Entregada fuera de plazo;3 de Febrero de 2016 a las 16:41;17 de Febrero de 2016
Congreso Nacional;SOL-CN-51-2016;No respondida;3 de Febrero de 2016 a las 16:45;17 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-206-2016;No respondida;3 de Febrero de 2016 a las 16:52;17 de Febrero de 2016
Secretaria de Agricultura y Ganaderia (SAG);SOL-SAG-89-2016;Entregada en plazo;4 de Febrero de 2016 a las 13:07;18 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-367-2016;Entregada en plazo;4 de Febrero de 2016 a las 13:14;18 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-98-2016;Entregada en plazo;4 de Febrero de 2016 a las 13:53;18 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-99-2016;Entregada en plazo;4 de Febrero de 2016 a las 17:16;2 de Marzo de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-100-2016;Entregada fuera de plazo;4 de Febrero de 2016 a las 17:41;2 de Marzo de 2016
Alcaldia Municipal de Danli;SOL-ALDNL-3-2016;Entregada en plazo;4 de Febrero de 2016 a las 19:35;18 de Febrero de 2016
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-21-2016;No respondida;5 de Febrero de 2016 a las 00:11;19 de Febrero de 2016
Alcaldia Municipal de Comayagua;SOL-AMCOM-6-2016;Entregada fuera de plazo;5 de Febrero de 2016 a las 09:01;19 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-368-2016;Entregada en plazo;5 de Febrero de 2016 a las 10:30;19 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-369-2016;Entregada fuera de plazo;5 de Febrero de 2016 a las 13:36;19 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-370-2016;Entregada fuera de plazo;5 de Febrero de 2016 a las 13:49;19 de Febrero de 2016
Secretaria de Desarrollo Economico;SOL-SCDSEC-194-2016;Entregada en plazo;5 de Febrero de 2016 a las 15:01;19 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-778-2016;No respondida;5 de Febrero de 2016 a las 15:22;19 de Febrero de 2016
Secretario de Infraestructura y Servicios Publicos (INSEP);SOL-INSEP-11-2016;No respondida;5 de Febrero de 2016 a las 16:15;19 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-779-2016;No respondida;6 de Febrero de 2016 a las 09:03;19 de Febrero de 2016
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-22-2016;No respondida;6 de Febrero de 2016 a las 10:39;19 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-780-2016;Entregada en plazo;7 de Febrero de 2016 a las 02:03;19 de Febrero de 2016
Alcaldia Municipal de Ocotepeque;SOL-AMOCO-3-2016;Entregada en plazo;7 de Febrero de 2016 a las 17:10;19 de Febrero de 2016
Secretario de Infraestructura y Servicios Publicos (INSEP);SOL-INSEP-12-2016;No respondida;7 de Febrero de 2016 a las 18:44;19 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-781-2016;Entregada en plazo;7 de Febrero de 2016 a las 22:10;19 de Febrero de 2016
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-55-2016;Entregada en plazo;8 de Febrero de 2016 a las 09:28;22 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-101-2016;Entregada en plazo;8 de Febrero de 2016 a las 09:29;22 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-782-2016;No respondida;8 de Febrero de 2016 a las 09:32;22 de Febrero de 2016
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-24-2016;Entregada fuera de plazo;8 de Febrero de 2016 a las 09:57;2 de Marzo de 2016
Secretaria de Educacion;SOL-SDE-783-2016;No respondida;8 de Febrero de 2016 a las 10:18;22 de Febrero de 2016
Secretaria de Salud;SOL-SDS-70-2016;Entregada en plazo;8 de Febrero de 2016 a las 13:18;22 de Febrero de 2016
Secretaria de Salud;SOL-SDS-71-2016;Entregada en plazo;8 de Febrero de 2016 a las 14:09;22 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-784-2016;Entregada en plazo;8 de Febrero de 2016 a las 14:10;22 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-785-2016;No respondida;8 de Febrero de 2016 a las 15:08;22 de Febrero de 2016
Instituto Nacional Agrario (INA);SOL-INA-43-2016;Entregada fuera de plazo;8 de Febrero de 2016 a las 16:07;22 de Febrero de 2016
Cuenta del Desafio del Milenio Honduras (MCA-Honduras);SOL-MCA-HONDURAS-8-2016;Entregada en plazo;8 de Febrero de 2016 a las 17:42;22 de Febrero de 2016
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-42-2016;Entregada en plazo;9 de Febrero de 2016 a las 08:56;23 de Febrero de 2016
Direccion Ejecutiva de Ingresos (DEI);SOL-DEI-149-2016;Entregada fuera de plazo;9 de Febrero de 2016 a las 08:59;23 de Febrero de 2016
Empresa Nacional Portuaria (ENP);SOL-ENP-18-2016;Entregada en plazo;9 de Febrero de 2016 a las 08:59;23 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-786-2016;No respondida;9 de Febrero de 2016 a las 11:16;23 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-371-2016;Entregada en plazo;9 de Febrero de 2016 a las 11:25;23 de Febrero de 2016
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-11-2016;Entregada fuera de plazo;9 de Febrero de 2016 a las 12:20;23 de Febrero de 2016
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-12-2016;Entregada fuera de plazo;9 de Febrero de 2016 a las 12:46;23 de Febrero de 2016
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-24-2016;Entregada en plazo;9 de Febrero de 2016 a las 12:56;23 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-787-2016;No respondida;9 de Febrero de 2016 a las 13:47;7 de Marzo de 2016
Secretaria de Educacion;SOL-SDE-788-2016;No respondida;9 de Febrero de 2016 a las 15:05;7 de Marzo de 2016
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-80-2016;Entregada en plazo;9 de Febrero de 2016 a las 15:12;23 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-789-2016;No respondida;9 de Febrero de 2016 a las 15:15;7 de Marzo de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-223-2016;Entregada en plazo;9 de Febrero de 2016 a las 15:18;23 de Febrero de 2016
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-21-2016;No respondida;9 de Febrero de 2016 a las 19:24;23 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-790-2016;Entregada en plazo;9 de Febrero de 2016 a las 19:55;23 de Febrero de 2016
Comisionado Nacional de los Derechos Humanos (CONADEH);SOL-CONADEH-10-2016;No respondida;10 de Febrero de 2016 a las 00:09;24 de Febrero de 2016
Ministerio Publico (MP);SOL-MP-52-2016;Entregada fuera de plazo;10 de Febrero de 2016 a las 00:13;24 de Febrero de 2016
Secretaria de Seguridad;SOL-SSSS-40-2016;No respondida;10 de Febrero de 2016 a las 00:23;24 de Febrero de 2016
Secretaria de Salud;SOL-SDS-72-2016;Entregada en plazo;10 de Febrero de 2016 a las 08:32;24 de Febrero de 2016
Secretaria de Salud;SOL-SDS-73-2016;Entregada en plazo;10 de Febrero de 2016 a las 10:38;4 de Marzo de 2016
Secretaria de Salud;SOL-SDS-74-2016;Entregada en plazo;10 de Febrero de 2016 a las 10:46;24 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-224-2016;Entregada en plazo;10 de Febrero de 2016 a las 12:12;24 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-225-2016;Entregada en plazo;10 de Febrero de 2016 a las 12:27;24 de Febrero de 2016
Secretaria de Salud;SOL-SDS-76-2016;Entregada en plazo;10 de Febrero de 2016 a las 13:00;24 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-226-2016;Entregada en plazo;10 de Febrero de 2016 a las 13:05;24 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-372-2016;Entregada en plazo;10 de Febrero de 2016 a las 14:47;24 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-373-2016;Entregada en plazo;10 de Febrero de 2016 a las 15:55;24 de Febrero de 2016
Comision Permanente de Contingencias;SOL-COPECO-94-2016;Entregada en plazo;11 de Febrero de 2016 a las 10:07;25 de Febrero de 2016
Secretaria de Desarrollo Economico;SOL-SCDSEC-195-2016;Entregada en plazo;11 de Febrero de 2016 a las 10:28;25 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-374-2016;Entregada en plazo;11 de Febrero de 2016 a las 11:18;25 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-227-2016;Entregada en plazo;11 de Febrero de 2016 a las 14:02;25 de Febrero de 2016
Secretaria de Salud;SOL-SDS-77-2016;Entregada en plazo;11 de Febrero de 2016 a las 14:43;25 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-102-2016;Entregada fuera de plazo;11 de Febrero de 2016 a las 21:32;25 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-207-2016;No respondida;11 de Febrero de 2016 a las 21:39;25 de Febrero de 2016
Secretaria de Agricultura y Ganaderia (SAG);SOL-SAG-90-2016;Entregada en plazo;12 de Febrero de 2016 a las 10:00;26 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-375-2016;Entregada en plazo;12 de Febrero de 2016 a las 10:19;26 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-208-2016;No respondida;12 de Febrero de 2016 a las 10:57;26 de Febrero de 2016
Procuraduria General de la Republica (PGR);SOL-PGR-22-2016;Entregada en plazo;12 de Febrero de 2016 a las 16:04;26 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-209-2016;No respondida;13 de Febrero de 2016 a las 16:22;26 de Febrero de 2016
ACI- PARTICIPA;SOL-ONG-20-2016;No respondida;14 de Febrero de 2016 a las 16:08;26 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-791-2016;Entregada fuera de plazo;14 de Febrero de 2016 a las 19:52;26 de Febrero de 2016
Alcaldia Municipal de Juticalpa;SOL-AMJU-2-2016;Entregada en plazo;14 de Febrero de 2016 a las 21:00;26 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-792-2016;No respondida;15 de Febrero de 2016 a las 08:54;29 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-793-2016;No respondida;15 de Febrero de 2016 a las 09:15;29 de Febrero de 2016
Secretaria de Desarrollo e Inclusion Social (SEDIS);SOL-SEDIS-16-2016;Entregada en plazo;15 de Febrero de 2016 a las 10:33;29 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-794-2016;Entregada en plazo;15 de Febrero de 2016 a las 10:43;29 de Febrero de 2016
Secretaria de Educacion;SOL-SDE-795-2016;Entregada en plazo;15 de Febrero de 2016 a las 12:03;29 de Febrero de 2016
Ministerio Publico (MP);SOL-MP-53-2016;Entregada fuera de plazo;15 de Febrero de 2016 a las 13:30;29 de Febrero de 2016
Fondo Social de la Vivienda (FOSOVI);SOL-FOSOVI-3-2016;No respondida;15 de Febrero de 2016 a las 14:23;29 de Febrero de 2016
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-65-2016;Entregada en plazo;15 de Febrero de 2016 a las 14:26;29 de Febrero de 2016
Secretaria de Finanzas (SEFIN);SOL-SEFIN-228-2016;Entregada en plazo;15 de Febrero de 2016 a las 14:47;29 de Febrero de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-103-2016;Entregada en plazo;15 de Febrero de 2016 a las 15:21;29 de Febrero de 2016
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-85-2016;Entregada en plazo;15 de Febrero de 2016 a las 15:54;29 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-210-2016;No respondida;15 de Febrero de 2016 a las 16:11;29 de Febrero de 2016
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-211-2016;No respondida;15 de Febrero de 2016 a las 21:27;29 de Febrero de 2016
Poder Judicial(PJ);SOL-PJ-376-2016;Entregada en plazo;16 de Febrero de 2016 a las 08:21;1 de Marzo de 2016
Poder Judicial(PJ);SOL-PJ-377-2016;Entregada en plazo;16 de Febrero de 2016 a las 08:31;1 de Marzo de 2016
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-66-2016;Entregada en plazo;16 de Febrero de 2016 a las 08:43;1 de Marzo de 2016
Secretaria de Salud;SOL-SDS-78-2016;Entregada en plazo;16 de Febrero de 2016 a las 09:02;1 de Marzo de 2016
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-104-2016;Entregada en plazo;16 de Febrero de 2016 a las 10:25;1 de Marzo de 2016
Cuenta del Desafio del Milenio Honduras (MCA-Honduras);SOL-MCA-HONDURAS-9-2016;Entregada en plazo;16 de Febrero de 2016 a las 10:26;1 de Marzo de 2016
Poder Judicial(PJ);SOL-PJ-378-2016;Entregada en plazo;16 de Febrero de 2016 a las 10:33;1 de Marzo de 2016
Comision para la Promocion de la Alianza Publico-Privada (COALIANZA);SOL-COALIANZA-11-2016;Entregada fuera de plazo;16 de Febrero de 2016 a las 11:00;1 de Marzo de 2016
Secretaria de Educacion;SOL-SDE-796-2016;No respondida;16 de Febrero de 2016 a las 13:35;15 de Marzo de 2016
Secretaria de Salud;SOL-SDS-79-2016;Entregada en plazo;16 de Febrero de 2016 a las 14:09;1 de Marzo de 2016
Procuraduria General de la Republica (PGR);SOL-PGR-23-2016;Entregada en plazo;16 de Febrero de 2016 a las 14:29;1 de Marzo de 2016
Cuenta del Desafio del Milenio Honduras (MCA-Honduras);SOL-MCA-HONDURAS-10-2016;Entregada en plazo;16 de Febrero de 2016 a las 14:44;1 de Marzo de 2016
Poder Judicial(PJ);SOL-PJ-379-2016;Entregada en plazo;16 de Febrero de 2016 a las 14:52;1 de Marzo de 2016
Hospital Escuela Universitario (HEU);SOL-HEU-23-2016;Entregada fuera de plazo;16 de Febrero de 2016 a las 15:12;1 de Marzo de 2016
